AMBLER_CLASS;NAME;ALTERNATIVE_NAME;SUBFAMILY;blaNAME;GENPEPT_ID;GENBANK_ID;PUBMED_ID;SEQUENCE_LINK;NUMBER_PDB_STRUCTURES;MUTANTS;PHENOTYPE;FUNCTIONAL_INFORMATION;NATURAL_OR_AQUIRED
D;OXA-429;NULL;OXA-51-like;blaOXA-429;AJG01375;KM979376;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-430;NULL;OXA-51-like;blaOXA-430;AJG01376;KM979377;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-431;NULL;OXA-51-like;blaOXA-431;AJG01377;KM979378;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-432;NULL;OXA-51-like;blaOXA-432;AJG01378;KM979379;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-433;NULL;OXA-51-like;blaOXA-433;AJG01379;KM979380;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-435;NULL;OXA-23-like;blaOXA-435;AJT57878;KP144324;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-437;NULL;OXA-24-like;blaOXA-437;AKL59536;KP410856;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-440;NULL;OXA-23-like;blaOXA-440;AKR53962;KP727574;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-441;NULL;OXA-51-like;blaOXA-441;AFZ84684;JX865394;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-442;NULL;OXA-51-like;blaOXA-442;AKU37610;KP844571;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-444;NULL;OXA-60-like;blaOXA-444;AJW47014;CP010800;25953190 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Ralstonia mannitolilytica)
D;OXA-480;NULL;OXA-51-like;blaOXA-480;ALL53530;KR872296;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-482;NULL;OXA-23-like;blaOXA-482;AKF41839;KP264124;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-483;NULL;OXA-23-like;blaOXA-483;AKF41840;KP264125;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-496;NULL;OXA-134-like;blaOXA-496;ALM26450;KT200608;30150791 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lwoffii)
D;OXA-497;NULL;OXA-51-like;blaOXA-497;KRW26153;LKJZ01000136;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-498;NULL;OXA-211-like;blaOXA-498;WP_063454569;NG_068178;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter johnsonii)
D;OXA-499;NULL;OXA-143-like;blaOXA-499;ALM96709;KT964029;28264850 (DOI);view;NULL;NULL;NULL;carbapenemase;A
D;OXA-500;NULL;OXA-270-like;blaOXA-500;ALP13523;KU167108;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii NRZ_01528)
D;OXA-501;NULL;OXA-270-like;blaOXA-501;ALP13525;KU167110;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-502;NULL;OXA-270-like;blaOXA-502;ALP13526;KU167111;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-503;NULL;OXA-270-like;blaOXA-503;ALP13524;KU167109;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-506;NULL;OXA-270-like;blaOXA-506;AMB17205;KU571454;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-507;NULL;OXA-51-like;blaOXA-507;AMB17204;KU551305;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-508;NULL;OXA-51-like;blaOXA-508;AMB57506;KU596972;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-509;NULL;OXA-51-like;blaOXA-509;AMJ17435;KU692025;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-510;NULL;OXA-51-like;blaOXA-510;AFZ84683;JX865393;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-511;NULL;OXA-51-like;blaOXA-511;AMJ17433;KU710720;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-512;NULL;OXA-58-like;blaOXA-512;AMK37641;KU726870;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-514;NULL;OXA-48-like;blaOXA-514;AMN85820;KU866382;NULL;view;NULL;NULL;NULL;carbapenemase;N (Shewanella sp. 10A)
D;OXA-515;NULL;OXA-48-like;blaOXA-515;AMN85821;KU866383;NULL;view;NULL;NULL;NULL;carbapenemase;N (Shewanella sp. W17)
D;OXA-516;NULL;OXA-51-like;blaOXA-516;AMO28427;KU871391;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-517;NULL;OXA-48-like;blaOXA-517;AMO66558;KU878974;NULL;view;1;NULL;NULL;carbapenemase;A
D;OXA-521;NULL;OXA-51-like;blaOXA-521;ANQ38581;KX462701;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-522;NULL;OXA-213-like;blaOXA-522;ANW47167;KX599408;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. MRSN7664)
D;OXA-523;NULL;OXA-51-like;blaOXA-523;ANW47160;KX599401;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-524;NULL;OXA-51-like;blaOXA-524;ANW47161;KX599402;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-525;NULL;OXA-51-like;blaOXA-525;ANW47165;KX599406;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-526;NULL;OXA-213-like;blaOXA-526;ANW47168;KX599409;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. MRSN7369)
D;OXA-527;NULL;OXA-527-like;blaOXA-527;ANW47163;KX599404;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. MRSN7700)
D;OXA-528;NULL;OXA-51-like;blaOXA-528;ANW47166;KX599407;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-529;NULL;OXA-51-like;blaOXA-529;ANW47164;KX599405;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-530;NULL;OXA-51-like;blaOXA-530;ANW47157;KX599398;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-531;NULL;OXA-51-like;blaOXA-531;ANW47159;KX599400;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-532;NULL;OXA-51-like;blaOXA-532;ANW69916;KX609247;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-533;NULL;OXA-270-like;blaOXA-533;ANZ80603;KX668472;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-535;NULL;OXA-48-like;blaOXA-535;AOQ26572;KX828709;30082287 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Shewanella sp. JAB)
D;OXA-536;NULL;OXA-51-like;blaOXA-536;AOR84133;KX859240;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-537;NULL;OXA-134-like;blaOXA-537;AOS48097;KX360747;30150791 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter schindleri)
D;OXA-542;NULL;OXA-542-like;blaOXA-542;AQT01639;KY646155;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-545;NULL;OXA-51-like;blaOXA-545;AQV05408;KY674541;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii AB25C30)
D;OXA-554;NULL;OXA-51-like;blaOXA-554;AQZ59623;KY126221;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii CNM20000307)
D;OXA-555;NULL;OXA-51-like;blaOXA-555;AQZ59626;KY126224;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii CNM20010364)
D;OXA-556;NULL;OXA-51-like;blaOXA-556;AQZ59633;KY126231;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii CNM20040341)
D;OXA-557;NULL;OXA-51-like;blaOXA-557;AQZ59634;KY126232;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii CNM20040355)
D;OXA-558;NULL;OXA-51-like;blaOXA-558;AQZ59636;KY126234;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii CNM20050133)
D;OXA-559;NULL;OXA-51-like;blaOXA-559;AQZ59639;KY126237;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii CNM20071227)
D;OXA-560;NULL;OXA-51-like;blaOXA-560;AQZ59640;KY126238;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii CNM20071813)
D;OXA-561;NULL;OXA-51-like;blaOXA-561;AQZ59642;KY126240;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii CNM20081065)
D;OXA-562;NULL;OXA-51-like;blaOXA-562;AQZ59643;KY126241;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii CNM20081737)
D;OXA-563;NULL;OXA-270-like;blaOXA-563;ARB50423;KY767021;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii NRZ-24076)
D;OXA-564;NULL;OXA-270-like;blaOXA-564;ARB50424;KY767022;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii NRZ-24967)
D;OXA-565;NULL;OXA-23-like;blaOXA-565;ARF19529;KY883665;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-575;NULL;OXA-214-like;blaOXA-575;AUS83546;MG821355;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter haemolyticus)
D;OXA-641;NULL;OXA-372-like;blaOXA-641;AWA42530;MH211331;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-642;NULL;OXA-270-like;blaOXA-642;ADY81489;CP002177;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii PHEA-2)
D;OXA-643;NULL;OXA-211-like;blaOXA-643;AWB15826;MH188852;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter johnsonii)
D;OXA-644;NULL;OXA-211-like;blaOXA-644;AWB15827;MH188853;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter johnsonii)
D;OXA-645;NULL;OXA-211-like;blaOXA-645;AWB15828;MH188854;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter johnsonii)
D;OXA-646;NULL;OXA-134-like;blaOXA-646;AWB15829;MH188855;23467601 (DOI) 29649588 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lwoffii)
D;OXA-647;NULL;OXA-134-like;blaOXA-647;AWB15830;MH188856;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lwoffii)
D;OXA-648;NULL;OXA-134-like;blaOXA-648;AWB15831;MH188857;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lwoffii)
D;OXA-649;NULL;OXA-143-like;blaOXA-649;AWA42529;MH211242;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-650;NULL;OXA-211-like;blaOXA-650;AWI33277;MH294485;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter johnsonii)
D;OXA-651;NULL;OXA-211-like;blaOXA-651;KUG37347;LBMO01000061;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter johnsonii)
D;OXA-652;NULL;OXA-211-like;blaOXA-652;ALV71466;CP010350;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter johnsonii XBB1)
D;OXA-653;NULL;OXA-24-like;blaOXA-653;AWK58761;MH337637;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp.)
D;OXA-654;NULL;OXA-51-like;blaOXA-654;AWK58845;MH337646;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-657;NULL;OXA-23-like;blaOXA-657;AWU66457;MH450209;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-662;NULL;OXA-211-like;blaOXA-662;AXC08554;MH549402;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter johnsonii)
D;OXA-665;NULL;NULL;blaOXA-665;EPF70268;ATGI01000038;30247543 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter rudis CIP 110305)
D;OXA-666;NULL;OXA-296-like;blaOXA-666;SDY39836;FNPK01000009;30247543 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter kyonggiensis)
D;OXA-667;NULL;OXA-274-like;blaOXA-667;BAP39082;AP014630;30247543 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter guillouiae NBRC 110550)
D;OXA-668;NULL;OXA-274-like;blaOXA-668;KEC85091;JICM01000013;30247543 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. ETR1)
D;OXA-669;NULL;OXA-274-like;blaOXA-669;KQW88842;LMED01000027;30247543 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. Root1280)
D;OXA-670;NULL;OXA-286-like;blaOXA-670;EPG42609;ATGK01000003;30247543 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter colistiniresistens NIPH 2036)
D;OXA-671;NULL;OXA-286-like;blaOXA-671;WP_081401608;NG_062218;30247543 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter gyllenbergii CIP 110306)
D;OXA-672;NULL;OXA-286-like;blaOXA-672;ESK38042;AYEQ01000166;30247543 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter gyllenbergii NIPH 230)
D;OXA-673;NULL;OXA-286-like;blaOXA-673;EOR10283;AQFL01000004;30247543 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. CIP 110321)
D;OXA-674;NULL;OXA-286-like;blaOXA-674;WP_081406929;NG_062226;30247543 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. MN12)
D;OXA-678;NULL;OXA-270-like;blaOXA-678;AXQ11891;MH780099;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-679;NULL;OXA-679-like;blaOXA-679;AXV45349;MH837623;30844059 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-680;NULL;OXA-51-like;blaOXA-680;AXY66404;MH878938;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-682;NULL;OXA-51-like;blaOXA-682;AYG97663;MK011132;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-683;NULL;OXA-51-like;blaOXA-683;AYG97664;MK011133;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-684;NULL;OXA-51-like;blaOXA-684;AYG97665;MK011134;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-685;NULL;OXA-51-like;blaOXA-685;AYG97666;MK011135;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-686;NULL;OXA-51-like;blaOXA-686;AYG97667;MK011136;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-687;NULL;OXA-51-like;blaOXA-687;AYG97668;MK011137;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-688;NULL;OXA-51-like;blaOXA-688;AYG97669;MK011138;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-689;NULL;OXA-51-like;blaOXA-689;AYG97670;MK011139;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-690;NULL;OXA-51-like;blaOXA-690;AYG97671;MK011140;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-691;NULL;OXA-51-like;blaOXA-691;AYG97672;MK011141;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-692;NULL;OXA-51-like;blaOXA-692;AYG97673;MK011142;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-693;NULL;OXA-51-like;blaOXA-693;AYG97674;MK011143;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-694;NULL;OXA-51-like;blaOXA-694;AYG97675;MK011144;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-695;NULL;OXA-51-like;blaOXA-695;AYG97676;MK011145;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-696;NULL;OXA-51-like;blaOXA-696;AYG97677;MK011146;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-697;NULL;OXA-51-like;blaOXA-697;AYG97678;MK011147;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-698;NULL;OXA-51-like;blaOXA-698;AYG97679;MK011148;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-699;NULL;OXA-51-like;blaOXA-699;AYG97680;MK011149;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-700;NULL;OXA-51-like;blaOXA-700;AYG97681;MK011150;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-701;NULL;OXA-51-like;blaOXA-701;AYG97682;MK011151;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-702;NULL;OXA-51-like;blaOXA-702;AYG97684;MK011153;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-703;NULL;OXA-51-like;blaOXA-703;AYG97685;MK011154;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-704;NULL;OXA-51-like;blaOXA-704;AYG97686;MK011155;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-705;NULL;OXA-51-like;blaOXA-705;AYG97687;MK011156;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-706;NULL;OXA-51-like;blaOXA-706;AYG97688;MK011157;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-707;NULL;OXA-51-like;blaOXA-707;AYG97689;MK011158;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-708;NULL;OXA-51-like;blaOXA-708;AYG97697;MK011166;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-709;NULL;OXA-51-like;blaOXA-709;AYG97698;MK011167;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-710;NULL;OXA-51-like;blaOXA-710;AYG97699;MK011168;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-711;NULL;OXA-51-like;blaOXA-711;AYG97700;MK011169;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-712;NULL;OXA-51-like;blaOXA-712;AYG97701;MK011170;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-713;NULL;OXA-51-like;blaOXA-713;AYG97702;MK011171;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-714;NULL;OXA-51-like;blaOXA-714;AYG97703;MK011172;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-715;NULL;OXA-51-like;blaOXA-715;AYG97704;MK011173;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-716;NULL;OXA-51-like;blaOXA-716;AYG97705;MK011174;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-717;NULL;OXA-51-like;blaOXA-717;AYG97706;MK011175;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-718;NULL;OXA-51-like;blaOXA-718;AYG97690;MK011159;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-719;NULL;OXA-51-like;blaOXA-719;AYG97691;MK011160;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-720;NULL;OXA-51-like;blaOXA-720;AYG97692;MK011161;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-721;NULL;OXA-51-like;blaOXA-721;AYG97693;MK011162;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-722;NULL;OXA-51-like;blaOXA-722;AYG97695;MK011164;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-723;NULL;OXA-51-like;blaOXA-723;AYG97696;MK011165;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-729;NULL;OXA-55-like;blaOXA-729;AAL47570;AY066004;NULL;view;NULL;NULL;NULL;carbapenemase;N (Shewanella algae)
D;OXA-733;NULL;OXA-51-like;blaOXA-733;AXQ11762;MH780076;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-734;NULL;OXA-51-like;blaOXA-734;AXQ11884;MH780092;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-735;NULL;OXA-51-like;blaOXA-735;AXQ11885;MH780093;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-738;NULL;OXA-51-like;blaOXA-738;AYP70956;MK105925;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-739;NULL;OXA-51-like;blaOXA-739;AXH79878;MG717458;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-740;NULL;OXA-51-like;blaOXA-740;AYP70958;MK105927;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-741;NULL;OXA-51-like;blaOXA-741;AYP70959;MK105928;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-742;NULL;OXA-51-like;blaOXA-742;AYP70960;MK105929;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-743;NULL;OXA-51-like;blaOXA-743;AYP70961;MK105930;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-744;NULL;OXA-51-like;blaOXA-744;AYP70962;MK105931;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-745;NULL;OXA-51-like;blaOXA-745;AYP70963;MK105932;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-746;NULL;OXA-51-like;blaOXA-746;AYP70965;MK105934;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-747;NULL;OXA-51-like;blaOXA-747;AYP70966;MK105935;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-748;NULL;OXA-51-like;blaOXA-748;AYP70968;MK105937;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-749;NULL;OXA-51-like;blaOXA-749;AYP70969;MK105938;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-750;NULL;OXA-51-like;blaOXA-750;AYP70970;MK105939;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-751;NULL;OXA-51-like;blaOXA-751;AYP70971;MK105940;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-752;NULL;OXA-51-like;blaOXA-752;AYP70972;MK105941;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-753;NULL;OXA-51-like;blaOXA-753;AYP70973;MK105942;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-754;NULL;OXA-51-like;blaOXA-754;AYP70974;MK105943;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-755;NULL;OXA-51-like;blaOXA-755;AYP70975;MK105944;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-756;NULL;OXA-51-like;blaOXA-756;AYP70976;MK105945;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-757;NULL;OXA-51-like;blaOXA-757;AYP70977;MK105946;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-758;NULL;OXA-51-like;blaOXA-758;AYP70978;MK105947;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-759;NULL;OXA-51-like;blaOXA-759;AYP70979;MK105948;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-760;NULL;OXA-51-like;blaOXA-760;AYP70980;MK105949;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-761;NULL;OXA-51-like;blaOXA-761;AYP70981;MK105950;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-762;NULL;OXA-51-like;blaOXA-762;AYP70982;MK105951;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-763;NULL;OXA-51-like;blaOXA-763;AYP70983;MK105952;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-764;NULL;OXA-51-like;blaOXA-764;AYP70984;MK105953;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-765;NULL;OXA-51-like;blaOXA-765;AYP70985;MK105954;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-766;NULL;OXA-51-like;blaOXA-766;AYP70986;MK105955;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-767;NULL;OXA-51-like;blaOXA-767;AYP70987;MK105956;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-768;NULL;OXA-51-like;blaOXA-768;AYP70988;MK105957;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-769;NULL;OXA-51-like;blaOXA-769;AYP70989;MK105958;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-770;NULL;OXA-51-like;blaOXA-770;AYP70990;MK105959;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-771;NULL;OXA-51-like;blaOXA-771;AYP70991;MK105961;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
